                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                 1.1449,                0.99796,                 1.1483,                0.53674,                0.47345,                0.48058,                0.26956,                  1.485,                 1.2202,                 1.3814,              0.0006437,              0.0006437,              0.0006437
                    139,                 1.1382,                0.98874,                 1.1454,                0.51799,                0.48786,                0.47979,                0.26996,                 1.4813,                 1.2309,                 1.3821,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.1218,                0.98164,                 1.1461,                0.51251,                0.50554,                0.48022,                0.26899,                 1.4809,                 1.2463,                 1.3859,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.1504,                0.99134,                 1.1554,                0.52412,                0.50638,                0.48556,                0.27137,                 1.4673,                 1.2288,                 1.3702,               0.000614,               0.000614,               0.000614
                    142,                  1.137,                0.99767,                 1.1498,                0.53479,                 0.4858,                0.48638,                0.27058,                 1.4739,                 1.2313,                 1.3719,              0.0006041,              0.0006041,              0.0006041
                    143,                 1.1231,                0.96534,                  1.144,                0.51548,                0.49319,                0.48451,                0.27118,                 1.4735,                  1.233,                 1.3791,              0.0005942,              0.0005942,              0.0005942
                    144,                 1.1219,                0.96728,                 1.1401,                0.52868,                0.48118,                0.47947,                0.26939,                 1.4854,                 1.2374,                 1.3885,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.1266,                0.98394,                 1.1512,                0.53433,                 0.4755,                0.47815,                0.26726,                 1.4819,                 1.2316,                 1.3881,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.1282,                0.96498,                 1.1394,                0.53289,                0.48456,                0.48044,                0.26962,                 1.4745,                 1.2254,                 1.3776,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.1122,                0.96094,                 1.1391,                 0.5375,                0.49074,                 0.4812,                0.27136,                 1.4697,                 1.2174,                 1.3682,              0.0005546,              0.0005546,              0.0005546
